link_id,scenario,tx_power_dbm,rx_sensitivity_dbm,system_margin_db,fiber_length_km,fiber_att_db_per_km,n_splice,splice_loss_db,n_connector,connector_loss_db,splitter_loss_db,other_loss_db
link_01649,base,4,-20,4,24.64,0.5,8,0.13,8,0.496,1.0,2.21
link_01650,base,2,-29,4,31.04,0.5,10,0.108,4,0.451,0.5,0.69
link_01651,base,4,-29,5,19.08,0.3,6,0.054,2,0.459,2.0,1.78
link_01652,base,4,-28,3,8.65,0.5,2,0.066,4,0.271,0.5,0.38
link_01653,base,8,-27,5,6.28,0.3,2,0.144,4,0.495,0.5,1.78
link_01654,base,4,-28,3,23.17,0.2,7,0.054,2,0.204,1.0,0.44
link_01655,base,2,-20,5,2.08,0.5,1,0.088,2,0.473,2.0,1.79
link_01656,base,2,-29,3,6.62,0.4,2,0.088,2,0.287,1.0,2.24
link_01657,base,6,-28,2,13.0,0.2,4,0.129,6,0.326,1.0,0.49
link_01658,base,6,-27,2,13.75,0.2,4,0.07,2,0.337,2.0,2.29
link_01659,base,6,-29,5,2.13,0.5,1,0.133,6,0.206,0.5,1.09
link_01660,base,8,-20,4,38.95,0.2,12,0.057,8,0.475,1.5,2.17
link_01661,base,4,-29,2,28.94,0.5,9,0.104,2,0.32,1.5,1.93
link_01662,base,2,-29,3,19.84,0.5,6,0.092,4,0.288,1.0,0.94
link_01663,base,8,-28,5,29.57,0.5,9,0.128,4,0.362,0.5,1.18
link_01664,base,8,-27,4,39.81,0.2,13,0.087,8,0.254,2.0,2.11
link_01665,base,8,-27,3,23.64,0.3,7,0.052,2,0.24,1.5,1.14
link_01666,base,4,-20,2,38.61,0.4,12,0.148,2,0.428,1.5,2.34
link_01667,base,8,-29,4,37.75,0.4,12,0.147,2,0.338,2.0,0.73
link_01668,base,4,-20,4,5.43,0.5,1,0.11,2,0.229,1.0,0.7
link_01669,base,8,-28,5,25.12,0.4,8,0.068,4,0.381,2.0,0.84
link_01670,base,8,-27,4,24.33,0.4,8,0.077,4,0.232,1.5,1.7
link_01671,base,2,-29,5,16.17,0.3,5,0.05,4,0.238,1.5,1.24
link_01672,base,2,-27,2,2.0,0.5,1,0.072,6,0.323,0.5,1.15
link_01673,base,4,-29,5,10.03,0.3,3,0.1,6,0.466,1.5,0.01
link_01674,base,4,-28,4,5.38,0.5,1,0.074,4,0.498,0.5,0.97
link_01675,base,6,-27,5,37.49,0.2,12,0.056,6,0.483,0.5,0.23
link_01676,base,2,-28,5,23.83,0.2,7,0.148,2,0.294,2.0,0.2
link_01677,base,6,-28,5,35.44,0.2,11,0.132,4,0.26,0.5,1.16
link_01678,base,6,-27,2,32.77,0.5,10,0.076,2,0.463,1.5,1.4
link_01679,base,6,-28,3,14.43,0.5,4,0.091,4,0.46,2.0,0.86
link_01680,base,6,-20,2,24.62,0.5,8,0.134,2,0.488,1.0,2.44
link_01681,base,6,-27,3,9.68,0.2,3,0.054,6,0.214,1.5,1.94
link_01682,base,8,-28,3,27.23,0.2,9,0.097,6,0.264,1.5,1.09
link_01683,base,4,-29,3,21.91,0.5,7,0.103,8,0.459,2.0,0.1
link_01684,base,4,-28,4,18.31,0.4,6,0.143,4,0.364,1.0,0.79
link_01685,base,6,-20,3,10.66,0.2,3,0.083,2,0.334,2.0,2.32
link_01686,base,8,-29,5,28.78,0.4,9,0.085,6,0.488,1.0,0.51
link_01687,base,2,-27,4,8.95,0.4,2,0.061,8,0.389,1.5,1.83
link_01688,base,2,-28,2,27.31,0.2,9,0.15,8,0.434,2.0,0.24
link_01689,base,2,-28,4,39.48,0.4,13,0.12,8,0.405,0.5,1.72
link_01690,base,2,-20,4,8.73,0.3,2,0.082,6,0.41,0.5,1.71
link_01691,base,2,-28,3,39.93,0.5,13,0.14,6,0.462,0.5,0.03
link_01692,base,2,-27,4,34.68,0.2,11,0.084,4,0.472,1.5,2.42
link_01693,base,6,-20,4,26.88,0.2,8,0.094,2,0.487,2.0,0.25
link_01694,base,4,-28,5,18.83,0.2,6,0.143,6,0.393,1.0,1.67
link_01695,base,2,-27,5,33.51,0.4,11,0.146,4,0.491,0.5,0.51
link_01696,base,2,-27,4,36.1,0.4,12,0.063,2,0.463,2.0,0.11
link_01697,base,6,-27,2,25.24,0.4,8,0.113,2,0.487,1.5,2.2
link_01698,base,4,-29,4,25.43,0.3,8,0.141,6,0.244,1.5,0.97
link_01699,base,8,-20,2,3.26,0.2,1,0.09,8,0.483,0.5,0.18
link_01700,base,8,-20,4,16.7,0.2,5,0.128,4,0.499,1.5,1.74
link_01701,base,4,-28,4,6.76,0.4,2,0.108,6,0.459,0.5,0.01
link_01702,base,8,-28,4,20.65,0.4,6,0.051,4,0.39,0.5,0.18
link_01703,base,8,-29,4,10.08,0.3,3,0.14,4,0.286,2.0,1.34
link_01704,base,2,-28,3,8.98,0.3,2,0.129,6,0.299,0.5,0.17
link_01705,base,2,-27,5,30.01,0.2,10,0.086,2,0.391,2.0,1.28
link_01706,base,4,-27,2,11.23,0.5,3,0.089,4,0.438,0.5,0.7
link_01707,base,8,-29,5,27.78,0.4,9,0.136,4,0.226,2.0,0.78
link_01708,base,4,-28,5,17.02,0.3,5,0.13,4,0.337,1.5,1.3
link_01709,base,8,-20,2,4.95,0.3,1,0.05,8,0.234,1.5,2.1
link_01710,base,2,-28,3,10.57,0.5,3,0.12,4,0.23,1.0,0.17
link_01711,base,2,-20,2,36.46,0.4,12,0.107,8,0.232,0.5,1.26
link_01712,base,6,-29,2,10.03,0.4,3,0.107,8,0.407,2.0,0.42
link_01713,base,8,-27,2,28.25,0.4,9,0.142,8,0.36,1.0,0.17
link_01714,base,4,-20,3,39.21,0.4,13,0.083,6,0.46,0.5,2.49
link_01715,base,8,-28,2,7.25,0.2,2,0.068,4,0.385,1.0,1.56
link_01716,base,4,-28,3,33.87,0.2,11,0.075,6,0.284,1.5,1.64
link_01717,base,2,-27,5,29.78,0.4,9,0.108,4,0.41,1.0,1.84
link_01718,base,4,-27,3,29.92,0.2,9,0.078,4,0.266,1.0,0.33
link_01719,base,6,-28,2,18.68,0.3,6,0.087,4,0.212,1.0,1.26
link_01720,base,2,-20,4,17.88,0.5,5,0.07,2,0.303,1.0,2.34
link_01721,base,8,-29,5,18.72,0.2,6,0.111,4,0.24,0.5,1.71
link_01722,base,2,-20,2,26.77,0.5,8,0.08,2,0.458,1.0,1.46
link_01723,base,4,-27,2,38.32,0.4,12,0.075,6,0.22,2.0,0.98
link_01724,base,2,-28,2,7.73,0.5,2,0.099,2,0.31,1.5,2.42
link_01725,base,8,-20,2,17.87,0.5,5,0.073,8,0.479,0.5,1.43
link_01726,base,6,-29,2,32.56,0.4,10,0.108,6,0.29,0.5,1.1
link_01727,base,4,-29,3,18.4,0.3,6,0.107,6,0.203,2.0,0.42
link_01728,base,4,-20,3,9.21,0.5,3,0.138,2,0.227,1.0,0.64
link_01729,base,4,-29,4,31.86,0.4,10,0.117,2,0.404,0.5,1.33
link_01730,base,2,-20,3,20.73,0.3,6,0.122,2,0.397,2.0,0.66
link_01731,base,6,-28,3,9.64,0.4,3,0.145,4,0.467,0.5,0.91
link_01732,base,4,-29,3,10.96,0.2,3,0.131,4,0.223,1.5,2.12
link_01733,base,8,-27,4,22.1,0.4,7,0.087,8,0.434,2.0,2.29
link_01734,base,6,-20,4,23.42,0.5,7,0.09,6,0.417,1.5,2.37
link_01735,base,4,-20,4,15.7,0.5,5,0.149,6,0.318,2.0,2.41
link_01736,base,4,-29,3,4.42,0.2,1,0.068,6,0.311,0.5,1.43
link_01737,base,6,-27,4,37.16,0.3,12,0.126,4,0.297,1.5,1.44
link_01738,base,8,-28,2,17.09,0.3,5,0.051,6,0.241,1.5,1.94
link_01739,base,2,-29,3,24.36,0.5,8,0.062,6,0.216,1.5,1.63
link_01740,base,4,-28,5,24.17,0.2,8,0.08,6,0.466,1.0,1.8
link_01741,base,8,-28,5,4.12,0.3,1,0.06,2,0.209,0.5,1.24
link_01742,base,6,-28,3,22.17,0.2,7,0.058,8,0.228,1.5,0.8
link_01743,base,6,-28,5,9.95,0.5,3,0.076,8,0.215,2.0,0.48
link_01744,base,2,-20,4,38.67,0.3,12,0.072,8,0.339,1.0,1.44
link_01745,base,6,-20,3,17.21,0.3,5,0.097,2,0.284,0.5,1.61
link_01746,base,6,-28,5,3.77,0.2,1,0.052,6,0.298,0.5,0.09
link_01747,base,8,-28,3,36.99,0.2,12,0.081,6,0.339,1.0,0.3
link_01748,base,6,-28,2,3.01,0.3,1,0.126,2,0.348,1.0,2.27
link_01749,base,4,-20,4,9.54,0.4,3,0.121,8,0.253,0.5,1.5
link_01750,base,8,-28,4,9.09,0.3,3,0.122,6,0.448,1.0,2.27
link_01751,base,4,-20,3,7.64,0.3,2,0.139,4,0.2,1.5,2.13
link_01752,base,4,-29,3,28.27,0.3,9,0.073,8,0.226,1.5,2.43
link_01753,base,2,-27,5,19.84,0.2,6,0.101,8,0.382,0.5,1.91
link_01754,base,4,-20,2,32.66,0.2,10,0.051,2,0.247,0.5,0.89
link_01755,base,4,-28,2,34.12,0.5,11,0.117,8,0.477,1.5,1.34
link_01756,base,8,-20,3,11.81,0.4,3,0.094,6,0.239,1.0,2.45
link_01757,base,4,-28,3,38.64,0.2,12,0.113,6,0.276,1.0,0.87
link_01758,base,4,-28,3,39.63,0.4,13,0.091,8,0.255,1.5,0.53
link_01759,base,8,-28,5,26.93,0.3,8,0.057,2,0.359,1.5,0.99
link_01760,base,6,-27,3,32.13,0.2,10,0.099,6,0.269,1.5,1.93
link_01761,base,6,-28,2,26.82,0.2,8,0.072,8,0.252,0.5,1.27
link_01762,base,8,-28,5,12.9,0.4,4,0.089,6,0.419,2.0,0.11
link_01763,base,2,-28,2,14.1,0.4,4,0.059,6,0.222,1.5,0.82
link_01764,base,2,-20,3,12.32,0.4,4,0.095,8,0.307,1.0,0.15
link_01765,base,4,-27,4,32.53,0.3,10,0.093,4,0.4,0.5,1.56
link_01766,base,2,-28,2,26.78,0.3,8,0.081,4,0.371,2.0,2.26
link_01767,base,8,-20,5,25.57,0.2,8,0.107,8,0.265,1.0,1.07
link_01768,base,4,-27,3,35.94,0.3,11,0.094,8,0.402,0.5,1.15
link_01769,base,8,-20,4,14.89,0.3,4,0.134,4,0.482,1.5,0.51
link_01770,base,8,-29,4,24.9,0.3,8,0.053,6,0.255,0.5,0.36
link_01771,base,2,-29,2,8.02,0.4,2,0.099,8,0.282,1.5,1.41
link_01772,base,6,-20,2,19.33,0.2,6,0.05,8,0.49,2.0,0.99
link_01773,base,8,-20,5,13.75,0.4,4,0.107,8,0.477,0.5,1.05
link_01774,base,6,-20,2,9.65,0.4,3,0.136,2,0.207,1.0,0.88
link_01775,base,8,-28,2,28.56,0.5,9,0.148,8,0.385,2.0,1.1
link_01776,base,6,-28,5,6.18,0.3,2,0.082,2,0.408,2.0,1.8
link_01777,base,6,-27,3,8.81,0.3,2,0.096,4,0.328,1.0,2.47
link_01778,base,6,-29,5,34.43,0.4,11,0.142,8,0.397,1.0,0.75
link_01779,base,6,-29,3,14.56,0.4,4,0.121,2,0.438,1.5,1.53
link_01780,base,4,-28,4,17.03,0.4,5,0.108,6,0.268,1.5,2.19
link_01781,base,4,-28,3,12.02,0.2,4,0.109,8,0.238,2.0,1.81
link_01782,base,6,-27,3,10.3,0.3,3,0.06,2,0.499,2.0,0.32
link_01783,base,2,-20,2,28.27,0.5,9,0.083,6,0.258,2.0,0.93
link_01784,base,4,-28,2,19.96,0.3,6,0.051,6,0.283,2.0,2.12
link_01785,base,2,-28,3,16.5,0.2,5,0.132,4,0.469,1.5,0.27
link_01786,base,4,-20,4,31.59,0.5,10,0.136,8,0.257,1.5,1.57
link_01787,base,2,-20,2,33.9,0.3,11,0.144,6,0.412,1.5,0.47
link_01788,base,8,-20,3,28.44,0.2,9,0.057,6,0.214,1.0,0.74
link_01789,base,8,-28,3,8.98,0.2,2,0.136,4,0.293,1.5,0.46
link_01790,base,2,-27,4,17.45,0.3,5,0.116,8,0.351,2.0,1.95
link_01791,base,2,-27,4,22.53,0.3,7,0.107,6,0.314,0.5,0.38
link_01792,base,2,-20,5,32.58,0.4,10,0.056,6,0.256,0.5,0.76
link_01793,base,2,-28,3,33.98,0.4,11,0.145,4,0.249,1.5,1.06
link_01794,base,8,-29,3,14.86,0.3,4,0.07,4,0.387,1.0,0.02
link_01795,base,6,-20,2,2.62,0.3,1,0.07,2,0.269,1.0,0.49
link_01796,base,8,-27,2,17.52,0.5,5,0.128,6,0.48,0.5,1.09
link_01797,base,8,-29,4,18.22,0.3,6,0.14,2,0.252,1.5,0.53
link_01798,base,4,-28,4,4.97,0.5,1,0.067,2,0.265,1.0,0.12
link_01799,base,8,-27,2,22.53,0.2,7,0.095,4,0.487,1.0,0.73
link_01800,base,2,-20,5,35.48,0.4,11,0.116,8,0.419,0.5,2.08
link_01801,base,8,-29,4,20.1,0.5,6,0.061,4,0.478,0.5,0.97
link_01802,base,4,-20,3,26.31,0.5,8,0.113,6,0.352,0.5,0.45
link_01803,base,2,-29,5,14.03,0.5,4,0.126,6,0.414,1.0,2.37
link_01804,base,4,-20,2,20.45,0.3,6,0.06,2,0.226,0.5,0.3
link_01805,base,2,-28,4,19.4,0.5,6,0.131,2,0.401,0.5,1.14
link_01806,base,8,-29,2,3.88,0.3,1,0.11,6,0.231,1.5,1.74
link_01807,base,6,-27,5,8.77,0.2,2,0.067,4,0.472,2.0,1.87
link_01808,base,8,-28,3,11.49,0.2,3,0.086,6,0.245,0.5,0.94
link_01809,base,6,-29,5,16.32,0.3,5,0.141,2,0.408,1.0,0.51
link_01810,base,6,-20,2,13.02,0.4,4,0.1,8,0.353,1.5,0.03
link_01811,base,4,-27,4,19.66,0.5,6,0.127,6,0.221,1.5,0.47
link_01812,base,8,-29,3,27.91,0.5,9,0.093,4,0.248,1.5,1.04
link_01813,base,8,-20,5,12.18,0.4,4,0.129,4,0.474,1.0,0.04
link_01814,base,8,-29,2,5.06,0.3,1,0.131,4,0.208,1.5,1.43
link_01815,base,4,-29,2,37.24,0.2,12,0.082,8,0.266,1.0,1.48
link_01816,base,8,-28,5,14.0,0.3,4,0.096,4,0.394,1.0,2.07
link_01817,base,4,-27,5,29.46,0.5,9,0.058,6,0.387,0.5,1.62
link_01818,base,2,-28,3,22.95,0.2,7,0.072,2,0.213,1.0,1.76
link_01819,base,2,-28,3,7.97,0.2,2,0.145,4,0.435,1.5,1.87
link_01820,base,2,-29,3,21.43,0.5,7,0.104,8,0.497,1.5,2.23
link_01821,base,2,-29,4,5.95,0.2,1,0.089,6,0.425,0.5,0.11
link_01822,base,8,-20,5,16.75,0.3,5,0.133,6,0.433,2.0,1.59
link_01823,base,8,-29,2,12.71,0.5,4,0.122,4,0.289,1.0,0.28
link_01824,base,8,-28,3,7.35,0.2,2,0.069,2,0.292,0.5,0.11
link_01825,base,6,-28,2,8.2,0.4,2,0.123,2,0.227,2.0,0.38
link_01826,base,6,-27,3,30.89,0.3,10,0.061,2,0.217,2.0,1.06
link_01827,base,4,-27,2,2.8,0.2,1,0.085,4,0.424,1.5,0.48
link_01828,base,2,-27,4,17.05,0.2,5,0.083,4,0.281,1.0,1.37
link_01829,base,6,-28,5,2.07,0.3,1,0.116,2,0.218,2.0,1.33
link_01830,base,8,-20,3,18.42,0.3,6,0.068,4,0.465,2.0,1.68
link_01831,base,4,-28,5,35.55,0.5,11,0.14,2,0.352,0.5,2.21
link_01832,base,8,-28,5,38.61,0.5,12,0.06,8,0.366,0.5,0.0
link_01833,base,4,-28,3,4.83,0.3,1,0.122,4,0.23,1.0,0.87
link_01834,base,2,-20,4,9.1,0.2,3,0.091,8,0.348,0.5,1.63
link_01835,base,6,-28,2,18.05,0.2,6,0.136,6,0.274,0.5,1.55
link_01836,base,8,-20,2,19.75,0.5,6,0.142,2,0.306,2.0,1.45
link_01837,base,4,-29,4,22.26,0.5,7,0.068,2,0.497,1.0,1.75
link_01838,base,8,-20,3,16.32,0.4,5,0.107,2,0.242,2.0,0.51
link_01839,base,4,-29,4,25.44,0.3,8,0.11,8,0.388,0.5,1.91
link_01840,base,4,-27,5,30.05,0.4,10,0.113,4,0.429,2.0,1.06
link_01841,base,6,-27,5,39.56,0.5,13,0.098,2,0.366,2.0,0.77
link_01842,base,6,-29,4,27.83,0.5,9,0.078,4,0.441,1.5,0.28
link_01843,base,6,-20,4,19.56,0.3,6,0.09,2,0.499,1.5,1.94
link_01844,base,6,-29,4,22.28,0.2,7,0.129,4,0.399,2.0,2.19
link_01845,base,4,-27,2,14.41,0.3,4,0.09,8,0.212,2.0,0.72
link_01846,base,2,-27,3,24.87,0.4,8,0.103,6,0.308,0.5,1.93
link_01847,base,4,-27,4,2.02,0.5,1,0.081,4,0.386,2.0,0.65
link_01848,base,2,-29,5,34.48,0.3,11,0.051,8,0.436,0.5,0.12
link_01849,base,6,-20,5,10.09,0.2,3,0.109,6,0.394,0.5,2.28
link_01850,base,8,-29,2,38.11,0.4,12,0.127,4,0.448,1.5,1.08
link_01851,base,8,-27,2,23.64,0.5,7,0.066,2,0.209,1.0,1.07
link_01852,base,2,-27,3,35.77,0.4,11,0.142,6,0.485,1.5,0.33
link_01853,base,2,-20,5,24.62,0.4,8,0.117,8,0.368,2.0,2.05
link_01854,base,6,-27,5,16.22,0.3,5,0.129,4,0.235,1.5,1.53
link_01855,base,8,-28,4,18.58,0.5,6,0.127,4,0.482,1.0,0.31
link_01856,base,4,-28,4,2.3,0.5,1,0.129,6,0.35,2.0,2.25
link_01857,base,6,-29,4,13.54,0.3,4,0.11,6,0.251,1.0,1.34
link_01858,base,8,-27,3,13.88,0.4,4,0.083,6,0.265,1.0,1.75
link_01859,base,2,-27,3,34.75,0.5,11,0.063,4,0.484,0.5,2.32
link_01860,base,4,-28,5,31.61,0.5,10,0.066,6,0.361,1.0,1.54
link_01861,base,6,-29,3,23.12,0.3,7,0.108,6,0.251,1.5,0.35
link_01862,base,2,-20,2,34.65,0.4,11,0.099,2,0.335,0.5,0.84
link_01863,base,2,-29,4,3.98,0.2,1,0.076,8,0.292,2.0,0.58
link_01864,base,4,-29,3,15.91,0.4,5,0.094,6,0.234,2.0,0.3
link_01865,base,8,-28,4,24.06,0.4,8,0.135,4,0.211,1.0,1.22
link_01866,base,4,-28,2,22.3,0.3,7,0.092,2,0.407,1.0,2.06
link_01867,base,4,-20,2,21.8,0.5,7,0.101,4,0.444,0.5,0.88
link_01868,base,8,-28,2,8.62,0.4,2,0.133,8,0.255,0.5,0.78
link_01869,base,6,-20,4,6.64,0.3,2,0.143,4,0.345,0.5,0.25
link_01870,base,2,-29,5,23.45,0.5,7,0.069,6,0.461,2.0,0.22
link_01871,base,8,-28,5,20.21,0.2,6,0.149,4,0.263,2.0,0.34
link_01872,base,6,-20,5,24.97,0.4,8,0.147,6,0.216,0.5,1.72
link_01873,base,6,-20,3,6.26,0.2,2,0.103,4,0.45,1.5,0.41
link_01874,base,8,-29,4,28.76,0.3,9,0.115,8,0.283,1.5,1.55
link_01875,base,8,-29,5,37.69,0.3,12,0.106,6,0.447,2.0,0.82
link_01876,base,6,-28,2,28.98,0.2,9,0.068,2,0.332,2.0,1.83
link_01877,base,2,-28,4,25.15,0.3,8,0.114,8,0.47,2.0,0.04
link_01878,base,6,-29,4,14.47,0.2,4,0.129,4,0.328,1.0,1.31
link_01879,base,2,-27,3,16.87,0.3,5,0.114,4,0.358,1.5,1.88
link_01880,base,2,-27,3,34.26,0.5,11,0.133,2,0.283,1.5,1.44
link_01881,base,2,-28,2,35.73,0.5,11,0.097,2,0.311,1.0,1.4
link_01882,base,8,-28,3,18.16,0.4,6,0.059,6,0.423,0.5,1.89
link_01883,base,2,-29,3,19.66,0.3,6,0.117,2,0.424,0.5,0.3
link_01884,base,2,-27,3,11.16,0.3,3,0.135,8,0.292,1.5,0.87
link_01885,base,8,-27,2,11.25,0.4,3,0.133,2,0.457,0.5,0.11
link_01886,base,4,-29,3,14.45,0.5,4,0.071,2,0.472,2.0,0.51
link_01887,base,4,-20,2,30.79,0.3,10,0.119,8,0.371,1.0,0.88
link_01888,base,2,-27,4,32.34,0.4,10,0.148,8,0.227,1.5,1.13
link_01889,base,6,-20,5,11.36,0.3,3,0.108,4,0.307,0.5,0.25
link_01890,base,8,-27,3,13.03,0.3,4,0.097,4,0.337,1.0,1.36
link_01891,base,8,-20,2,18.03,0.4,6,0.141,6,0.253,0.5,0.94
link_01892,base,2,-20,2,11.69,0.2,3,0.139,8,0.488,1.5,1.59
link_01893,base,6,-20,4,9.78,0.2,3,0.148,2,0.211,0.5,0.34
link_01894,base,2,-29,3,39.24,0.5,13,0.092,8,0.24,0.5,0.66
link_01895,base,6,-20,2,11.85,0.3,3,0.109,4,0.478,2.0,1.44
link_01896,base,8,-20,4,3.71,0.2,1,0.107,4,0.352,1.5,2.35
link_01897,base,6,-29,4,21.35,0.2,7,0.136,4,0.449,1.5,1.34
link_01898,base,4,-20,2,35.92,0.5,11,0.077,4,0.206,2.0,2.02
link_01899,base,2,-27,5,38.47,0.4,12,0.128,2,0.261,1.0,1.48
link_01900,base,2,-20,3,30.88,0.5,10,0.094,6,0.489,1.0,1.83
link_01901,base,6,-20,5,10.15,0.2,3,0.133,2,0.27,0.5,1.51
link_01902,base,2,-29,3,25.66,0.5,8,0.147,4,0.363,2.0,0.33
link_01903,base,4,-27,4,12.05,0.2,4,0.116,4,0.459,1.0,2.24
link_01904,base,6,-20,5,25.23,0.3,8,0.051,6,0.22,0.5,1.77
link_01905,base,6,-27,3,20.8,0.3,6,0.077,4,0.452,0.5,0.15
link_01906,base,6,-27,3,20.34,0.3,6,0.125,8,0.208,2.0,0.38
link_01907,base,6,-20,3,16.81,0.3,5,0.068,2,0.498,1.5,1.98
link_01908,base,2,-29,3,9.05,0.3,3,0.092,2,0.36,0.5,0.09
link_01909,base,8,-27,5,13.61,0.3,4,0.055,2,0.245,2.0,1.12
link_01910,base,2,-28,2,26.81,0.2,8,0.109,4,0.317,2.0,1.8
link_01911,base,6,-28,5,4.66,0.2,1,0.051,8,0.343,1.5,0.08
link_01912,base,4,-28,4,5.64,0.2,1,0.053,8,0.265,2.0,0.22
link_01913,base,2,-20,3,30.6,0.3,10,0.059,4,0.362,2.0,1.42
link_01914,base,8,-27,5,30.24,0.5,10,0.064,2,0.207,1.5,0.79
link_01915,base,6,-20,2,37.04,0.5,12,0.061,4,0.364,0.5,1.18
link_01916,base,6,-29,3,2.24,0.5,1,0.055,4,0.448,1.5,0.73
link_01917,base,4,-28,4,31.89,0.3,10,0.059,8,0.205,1.5,0.45
link_01918,base,6,-27,3,36.63,0.2,12,0.108,6,0.423,2.0,1.99
link_01919,base,4,-20,2,20.03,0.3,6,0.117,8,0.392,1.5,0.79
link_01920,base,4,-20,5,10.54,0.2,3,0.115,6,0.416,0.5,2.43
link_01921,base,6,-29,4,27.73,0.4,9,0.061,2,0.239,0.5,1.44
link_01922,base,2,-28,5,6.2,0.5,2,0.149,6,0.42,2.0,0.64
link_01923,base,8,-28,3,23.13,0.5,7,0.088,2,0.472,1.5,0.78
link_01924,base,4,-20,2,11.84,0.2,3,0.107,8,0.287,1.0,0.21
link_01925,base,2,-20,3,13.43,0.5,4,0.111,4,0.45,1.5,2.45
link_01926,base,6,-20,4,12.59,0.5,4,0.144,2,0.351,0.5,0.56
link_01927,base,8,-29,4,38.69,0.5,12,0.069,2,0.25,1.0,0.5
link_01928,base,4,-27,4,29.62,0.4,9,0.05,4,0.428,0.5,0.15
link_01929,base,8,-28,4,2.69,0.5,1,0.095,2,0.384,0.5,1.29
link_01930,base,2,-27,4,23.73,0.2,7,0.091,2,0.207,0.5,0.96
link_01931,base,4,-28,3,30.61,0.5,10,0.07,8,0.423,2.0,1.85
link_01932,base,8,-27,4,25.48,0.4,8,0.104,2,0.483,2.0,1.2
link_01933,base,4,-27,2,11.8,0.2,3,0.142,6,0.405,1.0,1.09
link_01934,base,4,-20,2,35.83,0.2,11,0.102,2,0.296,1.5,1.74
link_01935,base,4,-29,3,14.53,0.2,4,0.069,6,0.441,0.5,0.17
link_01936,base,4,-29,5,9.73,0.5,3,0.053,6,0.313,1.5,0.71
link_01937,base,6,-20,5,35.84,0.5,11,0.065,2,0.229,1.0,0.67
link_01938,base,2,-28,2,26.47,0.3,8,0.142,4,0.354,1.5,2.42
link_01939,base,8,-28,2,7.67,0.4,2,0.1,2,0.349,1.5,2.26
link_01940,base,6,-28,5,19.77,0.4,6,0.066,4,0.303,2.0,0.04
link_01941,base,4,-27,3,13.2,0.4,4,0.061,2,0.406,0.5,1.57
link_01942,base,6,-29,2,31.88,0.4,10,0.117,8,0.234,0.5,0.15
link_01943,base,4,-27,4,24.86,0.5,8,0.091,2,0.226,1.0,1.31
link_01944,base,2,-27,3,19.41,0.3,6,0.148,4,0.37,2.0,0.17
link_01945,base,2,-29,4,5.4,0.2,1,0.1,8,0.331,1.5,0.56
link_01946,base,6,-29,5,32.97,0.2,10,0.147,6,0.397,1.0,2.45
link_01947,base,4,-29,5,17.92,0.2,5,0.061,2,0.3,0.5,0.91
link_01948,base,4,-29,5,29.33,0.3,9,0.076,6,0.368,2.0,0.21
link_01949,base,4,-28,4,39.97,0.2,13,0.125,4,0.448,1.0,0.99
link_01950,base,8,-20,5,39.5,0.4,13,0.143,8,0.486,1.0,0.69
link_01951,base,8,-20,5,4.91,0.4,1,0.129,6,0.342,0.5,1.66
link_01952,base,4,-29,2,23.97,0.2,7,0.091,2,0.442,1.5,1.25
link_01953,base,6,-28,3,20.37,0.3,6,0.081,6,0.444,1.5,0.13
link_01954,base,8,-28,2,29.59,0.3,9,0.059,8,0.453,1.5,0.41
link_01955,base,4,-27,5,11.76,0.4,3,0.13,2,0.43,0.5,1.68
link_01956,base,4,-27,3,25.27,0.5,8,0.075,8,0.27,1.0,0.84
link_01957,base,6,-28,2,24.3,0.4,8,0.109,8,0.361,2.0,1.01
link_01958,base,2,-29,2,34.91,0.2,11,0.149,4,0.227,1.5,0.78
link_01959,base,6,-27,3,26.95,0.3,8,0.136,2,0.412,0.5,0.78
link_01960,base,8,-27,3,30.27,0.5,10,0.064,8,0.216,0.5,0.51
link_01961,base,4,-27,5,4.37,0.2,1,0.058,6,0.21,0.5,0.52
link_01962,base,8,-27,3,36.92,0.2,12,0.125,8,0.424,2.0,1.9
link_01963,base,2,-27,5,23.08,0.3,7,0.126,6,0.405,0.5,1.8
link_01964,base,6,-20,4,11.82,0.4,3,0.142,2,0.223,2.0,0.85
link_01965,base,4,-27,2,14.83,0.5,4,0.142,8,0.357,0.5,1.18
link_01966,base,2,-28,5,31.62,0.2,10,0.145,2,0.328,0.5,1.95
link_01967,base,4,-28,3,19.86,0.5,6,0.075,8,0.432,1.0,1.21
link_01968,base,2,-20,5,33.83,0.2,11,0.14,2,0.255,1.5,1.37
link_01969,base,6,-29,5,27.6,0.2,9,0.051,6,0.401,1.5,0.49
link_01970,base,4,-20,3,31.19,0.3,10,0.147,2,0.317,0.5,1.97
link_01971,base,8,-29,5,16.61,0.4,5,0.09,8,0.206,2.0,1.71
link_01972,base,8,-27,3,15.55,0.4,5,0.12,4,0.227,0.5,1.84
link_01973,base,6,-28,5,33.87,0.2,11,0.05,2,0.265,1.5,0.12
link_01974,base,6,-28,4,37.76,0.3,12,0.12,2,0.386,1.0,1.44
link_01975,base,6,-27,3,12.97,0.2,4,0.051,2,0.422,0.5,2.04
link_01976,base,4,-27,3,14.02,0.2,4,0.087,2,0.313,1.5,1.91
link_01977,base,8,-29,5,29.14,0.3,9,0.073,6,0.27,0.5,0.23
link_01978,base,2,-29,5,14.38,0.5,4,0.076,4,0.347,2.0,2.14
